text,clean_text,sentiment,source
car just drove past my house blasting celine dion`s 'it`s all coming back to me now',car just drove past my house blasting celine dion`s 'it`s all coming back to me now',1,tsad
want`s to see `2001 Maniacs` Why won`**** come through the post!?,want`s to see `2001 Maniacs` Why won`*** come through the post!?,1,tsad
woken up by mum. work,woken up by mum. work,1,tsad
"gonna head to bed then work, then moncton to see Jill","gonna head to bed then work, then moncton to see Jill",1,tsad
 I read them a couple of weeks ago  They work really well with the movie.,I read them a couple of weeks ago They work really well with the movie.,2,tsad
didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,1,tsad
 oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,oooh sounds yummy. If you get a chance to take some pics please add them to the website as we don`t have many pies on there,2,tsad
"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand","Thx all - it`s a 3k capacity, bought second hand",1,tsad
 CongratulationS. Great funky site! U did it waaw,CongratulationS. Great funky site! U did it waaw,2,tsad
"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh","While on vacation, having golden times spamming Google by 5.350 redirects.",2,tsad
 Make sure you come back and comment again!,Make sure you come back and comment again!,1,tsad
 No twitpic?  lol,No twitpic? lol,1,tsad
 No you are not having my favorite drink without me  lol,No you are not having my favorite drink without me lol,1,tsad
Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away I want to go now!,1,tsad
Is off to meet my folks after a while...gonna b a working weekend too,Is off to meet my folks after a while...gonna b a working weekend too,1,tsad
UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,UP is out today!!! Why why why why does my head hurt so badly??!?!??!!? I want to see it!!!,0,tsad
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,1,tsad
 yeah I guess so  it makes me very sad though becase the disc is scratched!,yeah I guess so it makes me very sad though becase the disc is scratched!,0,tsad
Where`s my bus? I want to go home!,Where`s my bus? I want to go home!,1,tsad
" that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones","that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",0,tsad
" I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.","I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.",0,tsad
happy mother`s daaaaaaaaay,happy mother`s daaay,2,tsad
Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,Got back and putting in the laundry. We got in there last o well as long as its clean. #DSAA09,1,tsad
Traffic is down to a crawl on I-94 right now.,Traffic is down to a crawl on I-94 right now.,0,tsad
" I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!","I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!",1,tsad
I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),1,tsad
" no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough","no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",0,tsad
i need people to talk to me please im very bored  x  follow me!,i need people to talk to me please im very bored x follow me!,0,tsad
http://twitpic.com/67hw5 - Session almost over,- Session almost over,1,tsad
__Cullen_ lol  emmett wont do a dance off again,__Cullen_ lol emmett wont do a dance off again,1,tsad
"Finally made it through Dead Space, that only took half a year","Finally made it through Dead Space, that only took half a year",1,tsad
" Im feeling sad, not likeing my new haircut","Im feeling sad, not likeing my new haircut",0,tsad
" Hahah, thanks for the Tradewinds Odyssey bump.","Hahah, thanks for the Tradewinds Odyssey bump.",2,tsad
 I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,2,tsad
 Why aren`t you at blue martini with me??,Why aren`t you at blue martini with me??,1,tsad
hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,hearing the birds chirp makes me think its nice outside...well its not rain rain go away!!!,2,tsad
Trying to stay awake  Anyone have any tips how to keep yourself awake ?,Trying to stay awake Anyone have any tips how to keep yourself awake ?,1,tsad
yeah .... just bought tickets for Pearl Jam in August,yeah ... just bought tickets for Pearl Jam in August,1,tsad
Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,Can`t sleep. *** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,1,tsad
Watchin` JONAS,Watchin` JONAS,1,tsad
i feel super sick,i feel super sick,0,tsad
_x all three are in the first 2 weeks of june for me,_x all three are in the first 2 weeks of june for me,1,tsad
" i gotta say, i`m a little jealous","i gotta say, i`m a little jealous",0,tsad
" Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..","Yea, D means direct, so only u and whoever u send it to can see it But u can only direct msg someone who`s following u..",1,tsad
 I was just thinking that,I was just thinking that,1,tsad
  Who was it that said Vive le difference to me only the other day? ;-),Who was it that said Vive le difference to me only the other day? ;-),1,tsad
Surgery when I wake up,Surgery when I wake up,1,tsad
"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.","Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still *** and slow.",1,tsad
 thank you dearie -- I just followed dome of them on there too!,thank you dearie -- I just followed dome of them on there too!,2,tsad
Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,Today was fun I <3 meeting boardies! The acoustic set was just soo phenomenal!,2,tsad
doesn`t kno wat to do now ER is over  saddo,doesn`t kno wat to do now ER is over saddo,0,tsad
  i hope you hoes are having so much fun...not TOO much without me though lol,i hope you hoes are having so much fun...not TOO much without me though lol,2,tsad
 I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,0,tsad
"Apple is also rotten in the center, just my luck","Apple is also rotten in the center, just my luck",0,tsad
i want so bad to go to the mcfly`s concert  anybody up to go with me?,i want so bad to go to the mcfly`s concert anybody up to go with me?,2,tsad
" I jus spoke 2 my lawyer, if I blow trial =3to7","I jus spoke 2 my lawyer, if I blow trial =3to7",1,tsad
needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,needed my semi-*** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,1,tsad
 cheese and onion crisps are the best  alice or rosalie cullen ?,cheese and onion crisps are the best alice or rosalie cullen ?,1,tsad
 i forgot the yardsale event! ooh how pity i am,i forgot the yardsale event! ooh how pity i am,0,tsad
_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,_au my pleasure... hey it was played at my going away from nz party back in 87 lots so it is burned into my brain,2,tsad
 I appreciate your kind words. I am glad that the words resonate with you,I appreciate your kind words. I am glad that the words resonate with you,2,tsad
"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah","BARA, ***, CLOSETS, ADVENTURE. AGGGHHH ENOUGH! Muak mcm baby Gary ku sudah",1,tsad
 ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA benerin dong ci.,2,tsad
_miss my best friend won tickets to see them from kiis fm!,_miss my best friend won tickets to see them from kiis fm!,1,tsad
sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,0,tsad
still awake..doing my assignments and playing virtual farming,still awake..doing my assignments and playing virtual farming,1,tsad
Off from work now!,Off from work now!,1,tsad
is so hungover. what a crazy night. i`m also in the bad books with mother!!,is so hungover. what a crazy night. i`m also in the bad books with mother!!,0,tsad
I need to go to sleep before 4am tonight...  ... So exhausted.,I need to go to sleep before 4am tonight... ... So exhausted.,0,tsad
 I guess you`re responding to me about DC. If that`s the case...,I guess you`re responding to me about DC. If that`s the case...,1,tsad
 Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,2,tsad
ive got a headache now,ive got a headache now,0,tsad
 you really chose the wrong time of year to do this didnt you,you really chose the wrong time of year to do this didnt you,0,tsad
_HotSawce owwwwww! gooood morning,_HotSawce owww! goood morning,2,tsad
 just wanted to say hello,just wanted to say hello,1,tsad
 I wana be there num 1 fan  sharsies??!!!,I wana be there num 1 fan sharsies??!!!,1,tsad
" yeah, still waitin`","yeah, still waitin`",1,tsad
  You cna get em for about Ã¯Â¿Â½17 but I`ve got one for Ã¯Â¿Â½27 which is Asus same as lappie,You cna get em for about Ã¯Â¿Â½17 but I`ve got one for Ã¯Â¿Â½27 which is Asus same as lappie,1,tsad
THANKS GUYS! 200 FOLLOWERS,THANKS GUYS! 200 FOLLOWERS,2,tsad
